typeName;typeName;quantity;damagePerJob
Minmatar Control Tower;Wetware Mainframe;12;1
Minmatar Control Tower Medium;Broadcast Node;9;1
Minmatar Control Tower Medium;Capital Construction Parts;4;1
Minmatar Control Tower Medium;Integrity Response Drones;16;1
Minmatar Control Tower Medium;Nano-Factory;14;1
Minmatar Control Tower Medium;Organic Mortar Applicators;14;1
Minmatar Control Tower Medium;Recursive Computing Module;9;1
Minmatar Control Tower Medium;Self-Harmonizing Power Core;9;1
Minmatar Control Tower Medium;Sterile Conduits;14;1
Minmatar Control Tower Medium;Wetware Mainframe;6;1
Minmatar Control Tower Small;Broadcast Node;4;1
Minmatar Control Tower Small;Capital Construction Parts;2;1
Minmatar Control Tower Small;Integrity Response Drones;8;1
Minmatar Control Tower Small;Nano-Factory;6;1
Minmatar Control Tower Small;Organic Mortar Applicators;6;1
Minmatar Control Tower Small;Recursive Computing Module;4;1
Minmatar Control Tower Small;Self-Harmonizing Power Core;4;1
Minmatar Control Tower Small;Sterile Conduits;6;1
Minmatar Control Tower Small;Wetware Mainframe;4;1
Minmatar Fuel Block;Coolant;8;1
Minmatar Fuel Block;Enriched Uranium;4;1
Minmatar Fuel Block;Heavy Water;150;1
Minmatar Fuel Block;Hydrogen Isotopes;400;1
Minmatar Fuel Block;Liquid Ozone;150;1
Minmatar Fuel Block;Mechanical Parts;4;1
Minmatar Fuel Block;Oxygen;20;1
Minmatar Fuel Block;Robotics;1;1
Minmatar Media Shuttle;Tritanium;2500;1
Minmatar Service Outpost Platform;Station Construction Parts;10;1
Minmatar Service Outpost Platform;Station Docking Bay;10;1
Minmatar Service Outpost Platform;Station Factory;20;1
Minmatar Service Outpost Platform;Station Hangar Array;10;1
Minmatar Service Outpost Platform;Station Medical Center;10;1
Minmatar Service Outpost Platform;Station Mission Network;10;1
Minmatar Service Outpost Platform;Station Office Center;80;1
Minmatar Service Outpost Platform;Station Repair Facility;10;1
Minmatar Service Outpost Platform;Station Reprocessing Plant;100;1
Minmatar Service Outpost Platform;Station Storage Bay;10;1
Minmatar Shuttle;Tritanium;2500;1
Missile Guidance System Rig I;Burned Logic Circuit;100;1
Missile Guidance System Rig I;Scorched Telemetry Processor;53;1
Missile Guidance System Rig I;Tripped Power Circuit;100;1
Missile Guidance System Rig II;Logic Circuit;20;1
Missile Guidance System Rig II;Power Circuit;20;1
Missile Guidance System Rig II;Telemetry Processor;11;1
Missile Projection Computer I;Megacyte;1;1
Missile Projection Computer I;Tritanium;854;1
Mjolnir Assault Missile;Nocxium;2;1
Mjolnir Assault Missile;Pyerite;198;1
Mjolnir Assault Missile;Tritanium;446;1
Mjolnir Citadel Cruise Missile;Megacyte;30;1
Mjolnir Citadel Cruise Missile;Mexallon;250;1
Mjolnir Citadel Cruise Missile;Pyerite;3200;1
Mjolnir Citadel Cruise Missile;Tritanium;35320;1
Mjolnir Citadel Torpedo;Megacyte;30;1
Mjolnir Citadel Torpedo;Mexallon;250;1
Mjolnir Citadel Torpedo;Pyerite;3200;1
Mjolnir Citadel Torpedo;Tritanium;35320;1
Mjolnir Cruise Missile;Mexallon;61;1
Mjolnir Cruise Missile;Pyerite;425;1
Mjolnir Cruise Missile;Tritanium;2776;1
Mjolnir Cruise Missile;Zydrine;2;1
Mjolnir Fury Cruise Missile;EM Pulse Generator;9;1
Mjolnir Fury Cruise Missile;Megacyte;35;1
Mjolnir Fury Cruise Missile;Mexallon;300;1
Mjolnir Fury Cruise Missile;Morphite;10;1
Mjolnir Fury Cruise Missile;Nocxium;70;1
Mjolnir Fury Cruise Missile;Phenolic Composites;39;1
Mjolnir Fury Cruise Missile;R.A.M.- Ammunition Tech;1;0.1
Mjolnir Fury Cruise Missile;Rocket Fuel;6;1
Mjolnir Fury Cruise Missile;Rocket Fuel;80;1
Mjolnir Fury Cruise Missile;Tritanium;20080;1
Mjolnir Fury Heavy Missile;EM Pulse Generator;9;1
Mjolnir Fury Heavy Missile;Megacyte;30;1
Mjolnir Fury Heavy Missile;Morphite;5;1
Mjolnir Fury Heavy Missile;Nocxium;22;1
Mjolnir Fury Heavy Missile;Phenolic Composites;12;1
Mjolnir Fury Heavy Missile;R.A.M.- Ammunition Tech;1;0.075
Mjolnir Fury Heavy Missile;Rocket Fuel;4;1
Mjolnir Fury Heavy Missile;Rocket Fuel;80;1
Mjolnir Fury Heavy Missile;Tritanium;10112;1
Mjolnir Fury Heavy Missile;Zydrine;19;1
Mjolnir Fury Light Missile;EM Pulse Generator;2;1
Mjolnir Fury Light Missile;Isogen;30;1
Mjolnir Fury Light Missile;Megacyte;4;1
Mjolnir Fury Light Missile;Mexallon;20;1
Mjolnir Fury Light Missile;Morphite;1;1
Mjolnir Fury Light Missile;Phenolic Composites;8;1
Mjolnir Fury Light Missile;R.A.M.- Ammunition Tech;1;0.05
Mjolnir Fury Light Missile;Rocket Fuel;8;1
Mjolnir Fury Light Missile;Tritanium;2992;1
Mjolnir Heavy Missile;Nocxium;2;1
Mjolnir Heavy Missile;Pyerite;198;1
Mjolnir Heavy Missile;Tritanium;446;1
Mjolnir Javelin Assault Missile;EM Pulse Generator;2;1
Mjolnir Javelin Assault Missile;Isogen;12;1
Mjolnir Javelin Assault Missile;Megacyte;7;1
Mjolnir Javelin Assault Missile;Mexallon;30;1
Mjolnir Javelin Assault Missile;Morphite;1;1
Mjolnir Javelin Assault Missile;Phenolic Composites;8;1
Mjolnir Javelin Assault Missile;R.A.M.- Ammunition Tech;1;0.05
Mjolnir Javelin Assault Missile;Rocket Fuel;8;1
Mjolnir Javelin Assault Missile;Tritanium;3172;1
Mjolnir Javelin Assault Missile;Zydrine;1;1
Mjolnir Javelin Rocket;EM Pulse Generator;1;1
Mjolnir Javelin Rocket;Isogen;10;1
Mjolnir Javelin Rocket;Megacyte;1;1
Mjolnir Javelin Rocket;Mexallon;20;1
Mjolnir Javelin Rocket;Morphite;1;1
Mjolnir Javelin Rocket;Phenolic Composites;3;1
Mjolnir Javelin Rocket;Pyerite;30;1
Mjolnir Javelin Rocket;R.A.M.- Ammunition Tech;1;0.05
Mjolnir Javelin Rocket;Rocket Fuel;4;1
Mjolnir Javelin Rocket;Tritanium;2440;1
Mjolnir Javelin Rocket;Tungsten Carbide;30;1
Mjolnir Javelin Torpedo;EM Pulse Generator;20;1
Mjolnir Javelin Torpedo;Megacyte;50;1
Mjolnir Javelin Torpedo;Mexallon;500;1
Mjolnir Javelin Torpedo;Morphite;20;1
Mjolnir Javelin Torpedo;Phenolic Composites;88;1
Mjolnir Javelin Torpedo;R.A.M.- Ammunition Tech;1;0.125
Mjolnir Javelin Torpedo;Rocket Fuel;6;1
Mjolnir Javelin Torpedo;Rocket Fuel;285;1
Mjolnir Javelin Torpedo;Tritanium;29520;1
Mjolnir Light Missile;Mexallon;11;1
Mjolnir Light Missile;Pyerite;16;1
Mjolnir Light Missile;Tritanium;135;1
Mjolnir Precision Cruise Missile;EM Pulse Generator;9;1
Mjolnir Precision Cruise Missile;Megacyte;35;1
Mjolnir Precision Cruise Missile;Mexallon;300;1
Mjolnir Precision Cruise Missile;Morphite;10;1
Mjolnir Precision Cruise Missile;Nocxium;70;1
Mjolnir Precision Cruise Missile;Phenolic Composites;39;1
Mjolnir Precision Cruise Missile;R.A.M.- Ammunition Tech;1;0.1
Mjolnir Precision Cruise Missile;Rocket Fuel;6;1
Mjolnir Precision Cruise Missile;Rocket Fuel;80;1
Mjolnir Precision Cruise Missile;Tritanium;20080;1
Mjolnir Precision Heavy Missile;EM Pulse Generator;9;1
Mjolnir Precision Heavy Missile;Megacyte;30;1
Mjolnir Precision Heavy Missile;Morphite;5;1
Mjolnir Precision Heavy Missile;Nocxium;22;1
Mjolnir Precision Heavy Missile;Phenolic Composites;12;1
Mjolnir Precision Heavy Missile;R.A.M.- Ammunition Tech;1;0.075
Mjolnir Precision Heavy Missile;Rocket Fuel;4;1
Mjolnir Precision Heavy Missile;Rocket Fuel;80;1
Mjolnir Precision Heavy Missile;Tritanium;10112;1
Mjolnir Precision Heavy Missile;Zydrine;19;1
Mjolnir Precision Light Missile;EM Pulse Generator;2;1
Mjolnir Precision Light Missile;Isogen;30;1
Mjolnir Precision Light Missile;Megacyte;4;1
Mjolnir Precision Light Missile;Mexallon;20;1
Mjolnir Precision Light Missile;Morphite;1;1
Mjolnir Precision Light Missile;Phenolic Composites;8;1
Mjolnir Precision Light Missile;R.A.M.- Ammunition Tech;1;0.05
Mjolnir Precision Light Missile;Rocket Fuel;8;1
Mjolnir Precision Light Missile;Tritanium;2992;1
Mjolnir Rage Assault Missile;EM Pulse Generator;2;1
Mjolnir Rage Assault Missile;Isogen;12;1
Mjolnir Rage Assault Missile;Megacyte;7;1
Mjolnir Rage Assault Missile;Mexallon;30;1
Mjolnir Rage Assault Missile;Morphite;1;1
Mjolnir Rage Assault Missile;Phenolic Composites;8;1
Mjolnir Rage Assault Missile;R.A.M.- Ammunition Tech;1;0.05
Mjolnir Rage Assault Missile;Rocket Fuel;8;1
Mjolnir Rage Assault Missile;Tritanium;3172;1
Mjolnir Rage Assault Missile;Zydrine;1;1
Mjolnir Rage Rocket;EM Pulse Generator;1;1
Mjolnir Rage Rocket;Isogen;10;1
Mjolnir Rage Rocket;Megacyte;1;1
Mjolnir Rage Rocket;Mexallon;20;1
Mjolnir Rage Rocket;Morphite;1;1
Mjolnir Rage Rocket;Phenolic Composites;3;1
Mjolnir Rage Rocket;Pyerite;30;1
Mjolnir Rage Rocket;R.A.M.- Ammunition Tech;1;0.05
Mjolnir Rage Rocket;Rocket Fuel;1;1
Mjolnir Rage Rocket;Rocket Fuel;4;1
Mjolnir Rage Rocket;Tritanium;2440;1
Mjolnir Rage Rocket;Tungsten Carbide;30;1
Mjolnir Rage Torpedo;EM Pulse Generator;20;1
Mjolnir Rage Torpedo;Megacyte;50;1
Mjolnir Rage Torpedo;Mexallon;500;1
Mjolnir Rage Torpedo;Morphite;20;1
Mjolnir Rage Torpedo;Phenolic Composites;88;1
Mjolnir Rage Torpedo;R.A.M.- Ammunition Tech;1;0.1
Mjolnir Rage Torpedo;Rocket Fuel;6;1
Mjolnir Rage Torpedo;Rocket Fuel;285;1
Mjolnir Rage Torpedo;Tritanium;29520;1
Mjolnir Rocket;Pyerite;33;1
Mjolnir Rocket;Tritanium;43;1
Mjolnir Torpedo;Megacyte;3;1
Mjolnir Torpedo;Mexallon;25;1
Mjolnir Torpedo;Pyerite;320;1
Mjolnir Torpedo;Tritanium;3532;1
Moa;Isogen;8718;1
Moa;Megacyte;160;1
Moa;Mexallon;35916;1
Moa;Nocxium;2148;1
Moa;Pyerite;138810;1
Moa;Tritanium;552920;1
Moa;Zydrine;541;1
'Moat' Heavy Energy Neutralizer I;Auxiliary Parts;2;1
'Moat' Heavy Energy Neutralizer I;Blood Raider Power Redistributor;1;1
'Moat' Heavy Energy Neutralizer I;Blood Raider Regular Ballistic Control;2;1
'Moat' Heavy Energy Neutralizer I;Blood Raider Weapon Integration Unit;1;1
'Moat' Heavy Energy Neutralizer I;Circular Logic;2;1
'Moat' Heavy Energy Neutralizer I;Classic Doctrine;1;1
'Moat' Heavy Energy Neutralizer I;Elemental Crux;1;1
'Moat' Heavy Energy Neutralizer I;Isogen;1337;1
'Moat' Heavy Energy Neutralizer I;Megacyte;22;1
'Moat' Heavy Energy Neutralizer I;Mexallon;1337;1
'Moat' Heavy Energy Neutralizer I;Pyerite;1337;1
'Moat' Heavy Energy Neutralizer I;Tritanium;1337;1
'Moat' Heavy Energy Neutralizer I;Zydrine;45;1
Mobile Laboratory;Broadcast Node;5;1
Mobile Laboratory;Capital Construction Parts;2;1
Mobile Laboratory;Integrity Response Drones;4;1
Mobile Laboratory;Nano-Factory;8;1
Mobile Laboratory;Organic Mortar Applicators;8;1
Mobile Laboratory;Recursive Computing Module;5;1
Mobile Laboratory;Self-Harmonizing Power Core;5;1
Mobile Laboratory;Sterile Conduits;8;1
Mobile Laboratory;Wetware Mainframe;4;1
Mobile Large Warp Disruptor I;Electronic Parts;20;1
Mobile Large Warp Disruptor I;Isogen;12256;1
Mobile Large Warp Disruptor I;Megacyte;320;1
Mobile Large Warp Disruptor I;Mexallon;46640;1
Mobile Large Warp Disruptor I;Nocxium;2832;1
Mobile Large Warp Disruptor I;Pyerite;83728;1
Mobile Large Warp Disruptor I;Tritanium;251968;1
Mobile Large Warp Disruptor I;Warp Scrambler I;9;1
Mobile Large Warp Disruptor I;Zydrine;1280;1
Mobile Large Warp Disruptor II;Electronic Parts;20;1
Mobile Large Warp Disruptor II;Graviton Pulse Generator;30;1
Mobile Large Warp Disruptor II;Graviton Reactor Unit;16;1
Mobile Large Warp Disruptor II;Isogen;12440;1
Mobile Large Warp Disruptor II;Megacyte;374;1
Mobile Large Warp Disruptor II;Mexallon;62042;1
Mobile Large Warp Disruptor II;Mobile Large Warp Disruptor I;1;1
Mobile Large Warp Disruptor II;Morphite;41;1
Mobile Large Warp Disruptor II;Nanomechanical Microprocessor;24;1
Mobile Large Warp Disruptor II;Nocxium;3155;1
Mobile Large Warp Disruptor II;Pyerite;91143;1
Mobile Large Warp Disruptor II;R.A.M.- Electronics;2;0.75
Mobile Large Warp Disruptor II;R.A.M.- Energy Tech;2;0.55
Mobile Large Warp Disruptor II;Tritanium;331464;1
Mobile Large Warp Disruptor II;Zydrine;1497;1
Mobile Medium Warp Disruptor I;Electronic Parts;15;1
Mobile Medium Warp Disruptor I;Isogen;3064;1
Mobile Medium Warp Disruptor I;Megacyte;80;1
Mobile Medium Warp Disruptor I;Mexallon;11660;1
Mobile Medium Warp Disruptor I;Nocxium;708;1
Mobile Medium Warp Disruptor I;Pyerite;20932;1
Mobile Medium Warp Disruptor I;Tritanium;62992;1
Mobile Medium Warp Disruptor I;Warp Scrambler I;6;1
Mobile Medium Warp Disruptor I;Zydrine;320;1
Mobile Medium Warp Disruptor II;Electronic Parts;15;1
Mobile Medium Warp Disruptor II;Graviton Pulse Generator;20;1
Mobile Medium Warp Disruptor II;Graviton Reactor Unit;8;1
Mobile Medium Warp Disruptor II;Isogen;4063;1
Mobile Medium Warp Disruptor II;Megacyte;86;1
Mobile Medium Warp Disruptor II;Mexallon;14010;1
Mobile Medium Warp Disruptor II;Mobile Medium Warp Disruptor I;1;1
Mobile Medium Warp Disruptor II;Morphite;10;1
Mobile Medium Warp Disruptor II;Nanomechanical Microprocessor;16;1
Mobile Medium Warp Disruptor II;Nocxium;852;1
Mobile Medium Warp Disruptor II;Pyerite;21015;1
Mobile Medium Warp Disruptor II;R.A.M.- Electronics;2;0.55
Mobile Medium Warp Disruptor II;R.A.M.- Energy Tech;2;0.55
Mobile Medium Warp Disruptor II;Tritanium;76249;1
Mobile Medium Warp Disruptor II;Zydrine;380;1
Mobile Small Warp Disruptor I;Electronic Parts;10;1
Mobile Small Warp Disruptor I;Isogen;766;1
Mobile Small Warp Disruptor I;Megacyte;20;1
Mobile Small Warp Disruptor I;Mexallon;2915;1
Mobile Small Warp Disruptor I;Nocxium;177;1
Mobile Small Warp Disruptor I;Pyerite;5233;1
Mobile Small Warp Disruptor I;Tritanium;15748;1
Mobile Small Warp Disruptor I;Warp Scrambler I;3;1
Mobile Small Warp Disruptor I;Zydrine;80;1
Mobile Small Warp Disruptor II;Electronic Parts;10;1
Mobile Small Warp Disruptor II;Graviton Pulse Generator;10;1
Mobile Small Warp Disruptor II;Graviton Reactor Unit;4;1
Mobile Small Warp Disruptor II;Isogen;980;1
Mobile Small Warp Disruptor II;Megacyte;23;1
Mobile Small Warp Disruptor II;Mexallon;3348;1
Mobile Small Warp Disruptor II;Mobile Small Warp Disruptor I;1;1
Mobile Small Warp Disruptor II;Morphite;2;1
Mobile Small Warp Disruptor II;Nanomechanical Microprocessor;10;1
Mobile Small Warp Disruptor II;Nocxium;212;1
Mobile Small Warp Disruptor II;Pyerite;5536;1
Mobile Small Warp Disruptor II;R.A.M.- Electronics;2;0.35
Mobile Small Warp Disruptor II;R.A.M.- Energy Tech;2;0.25
Mobile Small Warp Disruptor II;Tritanium;17111;1
Mobile Small Warp Disruptor II;Zydrine;83;1
Modified Augumene Antidote;Minmatar DNA;1;1
Modulated Deep Core Miner II;Deep Core Mining Laser I;1;1
Modulated Deep Core Miner II;Electronic Parts;5;1
Modulated Deep Core Miner II;Laser Focusing Crystals;2;1
Modulated Deep Core Miner II;Mechanical Parts;5;1
Modulated Deep Core Miner II;Mexallon;3000;1
Modulated Deep Core Miner II;Morphite;15;1
Modulated Deep Core Miner II;Photon Microprocessor;3;1
Modulated Deep Core Miner II;Pyerite;3000;1
Modulated Deep Core Miner II;R.A.M.- Energy Tech;1;0.2
Modulated Deep Core Miner II;Tritanium;3000;1
Modulated Deep Core Strip Miner II;Deep Core Mining Laser I;1;1
Modulated Deep Core Strip Miner II;Electronic Parts;5;1
Modulated Deep Core Strip Miner II;Laser Focusing Crystals;2;1
Modulated Deep Core Strip Miner II;Mechanical Parts;5;1
Modulated Deep Core Strip Miner II;Mexallon;3000;1
Modulated Deep Core Strip Miner II;Morphite;15;1
Modulated Deep Core Strip Miner II;Photon Microprocessor;3;1
Modulated Deep Core Strip Miner II;Pyerite;3000;1
Modulated Deep Core Strip Miner II;R.A.M.- Energy Tech;1;0.2
Modulated Deep Core Strip Miner II;Strip Miner I;1;1
Modulated Deep Core Strip Miner II;Tritanium;3000;1
Modulated Strip Miner II;Deep Core Mining Laser I;1;1
Modulated Strip Miner II;Electronic Parts;5;1
Modulated Strip Miner II;Laser Focusing Crystals;2;1
Modulated Strip Miner II;Mechanical Parts;5;1
Modulated Strip Miner II;Mexallon;3000;1
Modulated Strip Miner II;Morphite;15;1
Modulated Strip Miner II;Photon Microprocessor;3;1
Modulated Strip Miner II;Pyerite;3000;1
Modulated Strip Miner II;R.A.M.- Energy Tech;1;0.2
Modulated Strip Miner II;Strip Miner I;1;1
Modulated Strip Miner II;Tritanium;3000;1
Monophonic Stabilization Actuator I;Isogen;3;1
Monophonic Stabilization Actuator I;Mexallon;466;1
Monophonic Stabilization Actuator I;Pyerite;442;1
Monophonic Stabilization Actuator I;Tritanium;696;1
Monophonic Stabilization Actuator I;Zydrine;2;1
'Monopoly' Magnetic Field Stabilizer I;Internal Bulkhead;4;1
'Monopoly' Magnetic Field Stabilizer I;Pyerite;1313;1
'Monopoly' Magnetic Field Stabilizer I;Serpentis Basic Target Guider;4;1
'Monopoly' Magnetic Field Stabilizer I;Symbiotic Figures;3;1
'Monopoly' Magnetic Field Stabilizer I;Tritanium;7245;1
Moon Harvesting Array;Broadcast Node;4;1
Moon Harvesting Array;Capital Construction Parts;1;1
Moon Harvesting Array;Nano-Factory;2;1
Moon Harvesting Array;Recursive Computing Module;2;1
Moon Harvesting Array;Self-Harmonizing Power Core;2;1
'Moonshine' Energized Thermic Membrane I;Megacyte;1;1
'Moonshine' Energized Thermic Membrane I;Mexallon;6;1
'Moonshine' Energized Thermic Membrane I;Nocxium;3;1
'Moonshine' Energized Thermic Membrane I;Pyerite;5845;1
'Moonshine' Energized Thermic Membrane I;Tritanium;9160;1
'Moonshine' Energized Thermic Membrane I;Yan Jung Glass Scale;3;1
'Moonshine' Energized Thermic Membrane I;Yan Jung Paradox Box;1;1
'Moonshine' Energized Thermic Membrane I;Yan Jung Vellum Etch;1;1
Mordus Battleship;Isogen;118519;1
Mordus Battleship;Megacyte;2254;1
Mordus Battleship;Mexallon;474675;1
Mordus Battleship;Nocxium;29595;1
Mordus Battleship;Pyerite;1894802;1
Mordus Battleship;Tritanium;7577632;1
Mordus Battleship;Zydrine;7060;1
Mordus Cruiser;Isogen;8718;1
Mordus Cruiser;Megacyte;160;1
Mordus Cruiser;Mexallon;35916;1
Mordus Cruiser;Nocxium;2148;1
Mordus Cruiser;Pyerite;138810;1
Mordus Cruiser;Tritanium;552920;1
Mordus Cruiser;Zydrine;541;1
Mordus Frigate;Isogen;531;1
Mordus Frigate;Megacyte;2;1
Mordus Frigate;Mexallon;2814;1
Mordus Frigate;Nocxium;2;1
Mordus Frigate;Pyerite;8444;1
Mordus Frigate;Tritanium;18964;1
Mordus Frigate;Zydrine;2;1
Moros;Capital Armor Plates;20;1
Moros;Capital Capacitor Battery;25;1
Moros;Capital Computer System;25;1
Moros;Capital Construction Parts;30;1
Moros;Capital Jump Drive;10;1
Moros;Capital Power Generator;15;1
Moros;Capital Propulsion Engine;20;1
Moros;Capital Sensor Cluster;25;1
Moros;Capital Shield Emitter;15;1
Moros;Capital Siege Array;30;1
Moros;Capital Turret Hardpoint;30;1
'Motte' Capacitor Power Relay I;Nocxium;3;1
'Motte' Capacitor Power Relay I;Pyerite;775;1
'Motte' Capacitor Power Relay I;Takmahl Cohere Cord;1;1
'Motte' Capacitor Power Relay I;Takmahl Dynamic Gauge;2;1
'Motte' Capacitor Power Relay I;Takmahl Fractal Sheet;2;1
'Motte' Capacitor Power Relay I;Takmahl Tri-polished Lens;1;1
'Motte' Capacitor Power Relay I;Tritanium;1004;1
Multi Sensor Backup Array I;Mexallon;664;1
Multi Sensor Backup Array I;Pyerite;240;1
Multi Sensor Backup Array I;Tritanium;909;1
Multi Sensor Backup Array II;Gravimetric Sensor Cluster;1;1
Multi Sensor Backup Array II;Isogen;10;1
Multi Sensor Backup Array II;Ladar Sensor Cluster;1;1
Multi Sensor Backup Array II;Magnetometric Sensor Cluster;1;1
Multi Sensor Backup Array II;Mexallon;768;1
Multi Sensor Backup Array II;Miniature Electronics;3;1
Multi Sensor Backup Array II;Morphite;1;1
Multi Sensor Backup Array II;Multi Sensor Backup Array I;1;1
Multi Sensor Backup Array II;Nanoelectrical Microprocessor;1;1
Multi Sensor Backup Array II;Nocxium;11;1
Multi Sensor Backup Array II;Pyerite;305;1
Multi Sensor Backup Array II;R.A.M.- Electronics;1;0.1
Multi Sensor Backup Array II;Radar Sensor Cluster;1;1
Multi Sensor Backup Array II;Transmitter;3;1
Multi Sensor Backup Array II;Tritanium;1150;1
Multi Sensor Firewall;Mexallon;664;1
Multi Sensor Firewall;Pyerite;240;1
Multi Sensor Firewall;Sleeper Cryo Batteries;1;1
Multi Sensor Firewall;Sleeper Data Crystals;2;1
Multi Sensor Firewall;Sleeper Foundation Block;1;1
Multi Sensor Firewall;Sleeper Micro Circuits;1;1
Multi Sensor Firewall;Sleeper Nanite Cluster;3;1
