typeName;typeName;quantity;typeName;(No column name)
Multi Sensor Backup Array II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Multi Sensor Backup Array II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Multi Sensor Backup Array II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Muninn;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Muninn;Datacore - Minmatar Starship Engineering;8;Minmatar Starship Engineering;NULL
Muninn;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Nanofiber Internal Structure II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Nanofiber Internal Structure II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Nanofiber Internal Structure II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Nemesis;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Nemesis;Datacore - Gallentean Starship Engineering;2;Gallentean Starship Engineering;NULL
Nemesis;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Neutron Blaster Cannon II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Neutron Blaster Cannon II;Datacore - Plasma Physics;3;Plasma Physics;NULL
Neutron Blaster Cannon II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Nighthawk;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nighthawk;Datacore - Caldari Starship Engineering;16;Caldari Starship Engineering;NULL
Nighthawk;Datacore - Mechanical Engineering;16;Mechanical Engineering;NULL
Nomad;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Nomad;Datacore - Minmatar Starship Engineering;64;Minmatar Starship Engineering;NULL
Nomad;Datacore - Mechanical Engineering;64;Mechanical Engineering;NULL
Nova Fury Cruise Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Fury Cruise Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Fury Cruise Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Fury Heavy Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Fury Heavy Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Fury Heavy Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Fury Light Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Fury Light Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Fury Light Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Javelin Assault Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Javelin Assault Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Javelin Assault Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Javelin Rocket;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Javelin Rocket;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Javelin Rocket;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Javelin Torpedo;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Javelin Torpedo;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Javelin Torpedo;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Precision Cruise Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Precision Cruise Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Precision Cruise Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Precision Heavy Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Precision Heavy Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Precision Heavy Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Precision Light Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Precision Light Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Precision Light Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Rage Assault Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Rage Assault Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Rage Assault Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Rage Rocket;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Rage Rocket;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Rage Rocket;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Nova Rage Torpedo;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Nova Rage Torpedo;Datacore - Rocket Science;1;Rocket Science;NULL
Nova Rage Torpedo;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Null L;Datacore - Plasma Physics;1;Plasma Physics;NULL
Null L;Datacore - Quantum Physics;1;Quantum Physics;NULL
Null L;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Null M;Datacore - Plasma Physics;1;Plasma Physics;NULL
Null M;Datacore - Quantum Physics;1;Quantum Physics;NULL
Null M;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Null S;Datacore - Plasma Physics;1;Plasma Physics;NULL
Null S;Datacore - Quantum Physics;1;Quantum Physics;NULL
Null S;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Occator;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Occator;Datacore - Gallentean Starship Engineering;8;Gallentean Starship Engineering;NULL
Occator;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Ogre II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Ogre II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Ogre II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Omber Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Omber Mining Crystal II;Datacore - Laser Physics;2;Laser Physics;NULL
Omber Mining Crystal II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Omnidirectional Tracking Link II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Omnidirectional Tracking Link II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Omnidirectional Tracking Link II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Oneiros;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Oneiros;Datacore - Gallentean Starship Engineering;8;Gallentean Starship Engineering;NULL
Oneiros;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Onyx;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Onyx;Datacore - Caldari Starship Engineering;8;Caldari Starship Engineering;NULL
Onyx;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Overdrive Injector System II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Overdrive Injector System II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Overdrive Injector System II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Paladin;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Paladin;Datacore - Amarrian Starship Engineering;32;Amarrian Starship Engineering;NULL
Paladin;Datacore - Mechanical Engineering;32;Mechanical Engineering;NULL
Panther;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Panther;Datacore - Minmatar Starship Engineering;32;Minmatar Starship Engineering;NULL
Panther;Datacore - Mechanical Engineering;32;Mechanical Engineering;NULL
Passive Targeter II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Passive Targeter II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Passive Targeter II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Phobos;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Phobos;Datacore - Gallentean Starship Engineering;8;Gallentean Starship Engineering;NULL
Phobos;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Photon Scattering Field II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Photon Scattering Field II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Photon Scattering Field II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Pilgrim;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Pilgrim;Datacore - Amarrian Starship Engineering;8;Amarrian Starship Engineering;NULL
Pilgrim;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Plagioclase Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Plagioclase Mining Crystal II;Datacore - Laser Physics;2;Laser Physics;NULL
Plagioclase Mining Crystal II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Power Diagnostic System II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Power Diagnostic System II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Power Diagnostic System II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Praetor II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Praetor II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Praetor II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Propellant Injection Vent II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Propellant Injection Vent II;Datacore - Molecular Engineering;2;Molecular Engineering;NULL
Propellant Injection Vent II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Prorator;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Prorator;Datacore - Amarrian Starship Engineering;8;Amarrian Starship Engineering;NULL
Prorator;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Prowler;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Prowler;Datacore - Minmatar Starship Engineering;8;Minmatar Starship Engineering;NULL
Prowler;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Purifier;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Purifier;Datacore - Amarrian Starship Engineering;2;Amarrian Starship Engineering;NULL
Purifier;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Pyroxeres Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Pyroxeres Mining Crystal II;Datacore - Laser Physics;2;Laser Physics;NULL
Pyroxeres Mining Crystal II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Quad Light Beam Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Quad Light Beam Laser II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Quad Light Beam Laser II;Datacore - Laser Physics;2;Laser Physics;NULL
Quake L;Datacore - High Energy Physics;1;High Energy Physics;NULL
Quake L;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Quake L;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Quake M;Datacore - High Energy Physics;1;High Energy Physics;NULL
Quake M;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Quake M;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Quake S;Datacore - High Energy Physics;1;High Energy Physics;NULL
Quake S;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Quake S;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
RADAR Backup Array II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
RADAR Backup Array II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
RADAR Backup Array II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Rapier;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Rapier;Datacore - Minmatar Starship Engineering;8;Minmatar Starship Engineering;NULL
Rapier;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Raptor;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Raptor;Datacore - Caldari Starship Engineering;2;Caldari Starship Engineering;NULL
Raptor;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Reactive Plating II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Reactive Plating II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Reactive Plating II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Reactor Control Unit II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Reactor Control Unit II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Reactor Control Unit II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Redeemer;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Redeemer;Datacore - Amarrian Starship Engineering;32;Amarrian Starship Engineering;NULL
Redeemer;Datacore - Mechanical Engineering;32;Mechanical Engineering;NULL
Reflective Plating II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Reflective Plating II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Reflective Plating II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Regenerative Plating II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Regenerative Plating II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Regenerative Plating II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Reinforced Bulkheads II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Reinforced Bulkheads II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Reinforced Bulkheads II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Remote Sensor Booster II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Remote Sensor Booster II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Remote Sensor Booster II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Remote Sensor Dampener II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Remote Sensor Dampener II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Remote Sensor Dampener II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Retribution;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Retribution;Datacore - Amarrian Starship Engineering;2;Amarrian Starship Engineering;NULL
Retribution;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Rhea;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Rhea;Datacore - Caldari Starship Engineering;64;Caldari Starship Engineering;NULL
Rhea;Datacore - Mechanical Engineering;64;Mechanical Engineering;NULL
Rocket Launcher II;Datacore - Rocket Science;1;Rocket Science;NULL
Rocket Launcher II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Rocket Launcher II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Rook;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Rook;Datacore - Caldari Starship Engineering;8;Caldari Starship Engineering;NULL
Rook;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Sabre;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Sabre;Datacore - Minmatar Starship Engineering;4;Minmatar Starship Engineering;NULL
Sabre;Datacore - Mechanical Engineering;4;Mechanical Engineering;NULL
Sacrilege;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Sacrilege;Datacore - Amarrian Starship Engineering;8;Amarrian Starship Engineering;NULL
Sacrilege;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Salvager II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Salvager II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
Salvager II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Scimitar;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Scimitar;Datacore - Minmatar Starship Engineering;8;Minmatar Starship Engineering;NULL
Scimitar;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Scorch L;Datacore - Laser Physics;1;Laser Physics;NULL
Scorch L;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Scorch L;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
